empresa,faturamento_empresa_brl,produto,tipo_cliente,mercado_principal,indice_concorrencia_1a5,indice_valor_agregado_1a5,margem_media_percentual,indice_complexidade_produtiva_1a5,indice_capex_1a5,indice_escalabilidade_1a5,indice_exigencia_regulatoria_1a5,certificacoes_principais,indice_compatibilidade_refugo_1a5,indice_compatibilidade_operacao_fazenda_1a5
NordFruit Export,540000000.0,Geleia/compota,B2B,Externo,2.0,3.0,24.78,3.0,3.0,4.0,3.0,ANVISA,4.0,3.0
Duas Rodas,4200000000.0,Subproduto industrial de bagaço processado,B2B,Externo,5.0,3.5,31.12,4.0,4.0,4.0,3.0,ANVISA,1.0,2.0
Citrosuco,25000000000.0,Esfoliante natural,B2B,Ambos,1.0,3.5,23.11,4.0,3.0,3.0,3.0,ISO/HACCP,1.0,2.0
Kerry do Brasil,9000000000.0,Base para néctar,B2C,Externo,1.0,2.5,24.66,4.0,3.0,1.0,1.0,Internacional,1.0,1.0
JBS Ingredients,375000000000.0,Bebida alcoólica / fermentado,B2B,Interno,5.0,2.0,27.93,1.0,4.0,2.0,3.0,ANVISA,2.0,3.0
nao informado,4200000000.0,Concentrado de manga,B2B,Interno,4.0,3.0,20.24,3.0,2.0,4.0,3.0,ANVISA,1.0,3.0
BioManga Circular,120000000.0,Sabonete / hidratante com manga,B2C,Interno,5.0,3.5,27.93,4.0,1.0,4.0,3.0,ANVISA,2.0,3.0
Citrosuco,25000000000.0,Corante natural,B2C,Externo,3.0,4.0,46.48,3.0,2.0,5.0,5.0,nao informado,1.0,1.0
BioManga Circular,120000000.0,nao informado,B2B,Interno,3.0,2.5,40.44,3.0,3.0,2.0,2.0,Internacional,3.0,2.0
JBS Ingredients,375000000000.0,Biocomposto / fertilizante orgânico,B2B,Interno,3.0,4.0,38.33,4.0,2.0,4.0,4.0,Nenhuma,3.0,2.0
VerdePulp Brasil,310000000.0,Pectina,B2B,Interno,2.0,3.0,25.23,3.0,1.0,4.0,3.0,ANVISA,3.0,1.0
JBS Ingredients,375000000000.0,Esfoliante natural,B2C,Interno,2.0,2.0,14.43,2.0,2.0,3.0,2.0,Nenhuma,4.0,4.0
MangaVale Alimentos,480000000.0,Sabonete / hidratante com manga,B2B,Interno,2.0,1.0,15.13,1.0,4.0,4.0,1.0,ISO/HACCP,4.0,5.0
NordFruit Export,540000000.0,Biogás / energia,B2C,Interno,5.0,4.0,19.51,5.0,1.0,4.0,3.0,ANVISA,4.0,2.0
Citrosuco,25000000000.0,Polpa congelada,B2B,Externo,2.0,2.0,12.94,3.0,3.0,3.0,1.0,MAPA,2.0,4.0
JBS Ingredients,375000000000.0,Sorbet / picolé,B2C,Interno,3.0,3.0,25.44,4.0,1.0,3.0,2.0,Nenhuma,4.0,3.0
NordFruit Export,540000000.0,Cubos IQF,B2B,Interno,3.0,4.0,41.1,3.0,1.0,5.0,3.0,Nenhuma,1.0,2.0
Citrosuco,25000000000.0,Purê de manga asséptico,B2B,Externo,1.0,3.0,45.65,3.0,4.0,3.0,3.0,nao informado,1.0,2.0
nao informado,9000000000.0,Manga desidratada em pedaços,B2B,Interno,2.0,3.5,42.2,4.0,3.0,3.0,3.0,Nenhuma,1.0,3.0
Duas Rodas,4200000000.0,Corante natural,B2C,Ambos,2.0,3.5,34.57,4.0,5.0,3.0,3.0,ANVISA,3.0,3.0
JBS Ingredients,375000000000.0,Óleo / manteiga de semente de manga,B2B,Ambos,5.0,3.0,35.73,3.0,3.0,1.0,3.0,ANVISA,1.0,2.0
MangaVale Alimentos,480000000.0,Fibra alimentar de manga,B2B,Externo,4.0,2.0,16.76,3.0,1.0,2.0,1.0,ANVISA,1.0,3.0
Cutrale,30000000000.0,Pectina,B2B,Interno,2.0,1.5,17.63,1.0,4.0,3.0,2.0,Nenhuma,1.0,2.0
Fazenda Sol do Vale,180000000.0,Manga desidratada em pedaços,B2B,Interno,2.0,2.5,33.99,3.0,4.0,4.0,2.0,Nenhuma,4.0,2.0
TropFruit Ingredients,650000000.0,Snack de manga desidratada,B2B,Interno,3.0,2.0,38.23,2.0,2.0,3.0,2.0,ISO/HACCP,2.0,3.0
Cargill Brasil,115000000000.0,Concentrado de manga,B2B,Externo,4.0,4.5,18.77,5.0,3.0,2.0,4.0,MAPA,3.0,5.0
Bunge Brasil,95000000000.0,Geleia/compota,B2B,Interno,2.0,3.5,23.06,4.0,3.0,2.0,3.0,Nenhuma,5.0,3.0
Cutrale,30000000000.0,nao informado,B2B,Externo,5.0,3.0,40.02,5.0,5.0,4.0,1.0,nao informado,5.0,2.0
Duas Rodas,4200000000.0,Ingrediente antioxidante,B2C,Interno,3.0,4.5,26.63,4.0,3.0,3.0,5.0,Nenhuma,3.0,3.0
MangaVale Alimentos,480000000.0,Base para néctar,B2C,Ambos,4.0,2.5,30.83,3.0,2.0,1.0,2.0,MAPA,4.0,4.0
JBS Ingredients,375000000000.0,Suco pronto (NFC),B2B,Ambos,3.0,3.0,18.89,4.0,1.0,2.0,2.0,Nenhuma,4.0,4.0
Duas Rodas,4200000000.0,Pó de manga (spray-dried),B2B,Ambos,4.0,3.5,35.29,5.0,4.0,3.0,2.0,Nenhuma,2.0,1.0
Cutrale,30000000000.0,Fragrância para perfumaria,B2B,Externo,3.0,2.5,13.04,3.0,4.0,2.0,2.0,MAPA,1.0,2.0
BioManga Circular,120000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,3.5,17.59,5.0,5.0,3.0,2.0,MAPA,1.0,3.0
AgroDoce Nordeste,220000000.0,Cubos IQF,B2C,Interno,4.0,2.0,34.63,2.0,3.0,1.0,2.0,MAPA,3.0,1.0
nao informado,180000000.0,Esfoliante natural,B2B,Externo,3.0,4.0,38.83,3.0,3.0,3.0,5.0,ANVISA,4.0,3.0
Citrosuco,25000000000.0,Sabonete / hidratante com manga,B2B,Externo,1.0,2.5,32.76,3.0,1.0,5.0,2.0,Internacional,1.0,2.0
BRF Ingredients,53000000000.0,Base para néctar,B2C,Interno,5.0,3.5,25.81,4.0,1.0,2.0,3.0,Nenhuma,1.0,3.0
Cargill Brasil,115000000000.0,Biocomposto / fertilizante orgânico,B2B,Interno,1.0,2.5,11.6,3.0,2.0,2.0,2.0,Nenhuma,5.0,3.0
Cutrale,30000000000.0,Ingrediente antioxidante,B2B,Interno,2.0,3.0,12.71,4.0,4.0,3.0,2.0,Nenhuma,3.0,4.0
AgroDoce Nordeste,220000000.0,Sorbet / picolé,B2B,Interno,2.0,2.0,23.49,1.0,1.0,5.0,3.0,MAPA,2.0,3.0
nao informado,760000000.0,Cubos IQF,B2C,Ambos,2.0,3.0,46.84,2.0,5.0,2.0,5.0,nao informado,1.0,1.0
Duas Rodas,4200000000.0,Purê de manga asséptico,B2B,Interno,2.0,3.5,47.45,4.0,1.0,3.0,3.0,ISO/HACCP,3.0,2.0
Cargill Brasil,115000000000.0,Pectina,B2C,Interno,3.0,2.0,34.93,1.0,4.0,4.0,3.0,Nenhuma,2.0,3.0
Ambev (bebidas),72000000000.0,Fragrância para perfumaria,B2C,Ambos,3.0,3.0,27.37,1.0,1.0,2.0,4.0,MAPA,4.0,1.0
Bunge Brasil,95000000000.0,Fragrância para perfumaria,B2B,Ambos,1.0,3.0,20.49,3.0,3.0,4.0,4.0,ISO/HACCP,3.0,3.0
Cutrale,30000000000.0,Manga desidratada em pedaços,B2C,Externo,2.0,4.5,16.22,5.0,3.0,3.0,4.0,Nenhuma,3.0,2.0
Cutrale,30000000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,3.0,37.74,4.0,3.0,1.0,2.0,ANVISA,1.0,3.0
Ambev (bebidas),72000000000.0,Sorbet / picolé,B2B,Interno,4.0,3.0,25.1,3.0,1.0,3.0,3.0,Nenhuma,2.0,2.0
Ambev (bebidas),72000000000.0,Molho agridoce / culinário,nao informado,Interno,3.0,2.5,24.49,3.0,3.0,3.0,2.0,ANVISA,1.0,3.0
Duas Rodas,4200000000.0,Polpa congelada,B2B,nao informado,2.0,2.5,30.19,3.0,2.0,3.0,2.0,ISO/HACCP,1.0,2.0
Cutrale,30000000000.0,Cubos IQF,nao informado,Ambos,2.0,3.0,21.09,3.0,1.0,5.0,3.0,ISO/HACCP,4.0,2.0
Duas Rodas,4200000000.0,Ingrediente antioxidante,B2B,Interno,2.0,3.5,34.01,3.0,2.0,4.0,4.0,Internacional,5.0,2.0
MangaVale Alimentos,480000000.0,Aroma / extrato natural,B2B,Interno,2.0,3.0,45.59,3.0,5.0,3.0,3.0,ISO/HACCP,1.0,2.0
AgroDoce Nordeste,220000000.0,Purê de manga asséptico,B2B,Interno,3.0,3.0,36.25,5.0,2.0,2.0,1.0,Internacional,4.0,4.0
TropFruit Ingredients,650000000.0,Esfoliante natural,B2B,Externo,2.0,2.0,20.42,2.0,3.0,1.0,3.0,Nenhuma,4.0,4.0
Ambev (bebidas),72000000000.0,Bebida alcoólica / fermentado,B2B,Externo,2.0,2.0,26.8,2.0,5.0,5.0,2.0,Nenhuma,1.0,2.0
Duas Rodas,4200000000.0,Base cosmética (extrato),B2B,Ambos,2.0,3.0,14.1,3.0,3.0,3.0,3.0,Nenhuma,2.0,1.0
VerdePulp Brasil,310000000.0,Bebida alcoólica / fermentado,B2C,Interno,5.0,3.5,43.19,3.0,2.0,2.0,3.0,ISO/HACCP,3.0,2.0
BioManga Circular,120000000.0,Base para néctar,B2B,Externo,4.0,4.0,39.94,5.0,5.0,4.0,3.0,Nenhuma,1.0,4.0
Cargill Brasil,115000000000.0,Ingrediente antioxidante,B2B,Interno,1.0,2.5,13.23,3.0,3.0,3.0,3.0,MAPA,3.0,2.0
MangaTech Foods,760000000.0,Pectina,B2B,Externo,2.0,3.5,13.51,3.0,2.0,2.0,4.0,Nenhuma,2.0,2.0
JBS Ingredients,4200000000.0,nao informado,B2B,Interno,4.0,3.0,15.48,4.0,2.0,3.0,2.0,Nenhuma,4.0,3.0
Cutrale,30000000000.0,Ração / ingrediente para ração animal,B2C,Externo,4.0,3.0,27.93,4.0,1.0,3.0,2.0,MAPA,1.0,2.0
Bunge Brasil,95000000000.0,Base cosmética (extrato),B2B,Interno,5.0,3.5,43.55,4.0,4.0,1.0,3.0,ANVISA,1.0,3.0
BioManga Circular,120000000.0,Subproduto industrial de bagaço processado,B2B,Interno,5.0,3.5,20.14,4.0,1.0,2.0,3.0,Nenhuma,5.0,1.0
MangaTech Foods,760000000.0,Fibra alimentar de manga,B2B,Ambos,3.0,3.5,39.71,4.0,3.0,1.0,3.0,MAPA,2.0,3.0
TropFruit Ingredients,650000000.0,Ração / ingrediente para ração animal,B2B,Interno,3.0,2.0,39.4,2.0,4.0,2.0,2.0,MAPA,2.0,3.0
TropFruit Ingredients,650000000.0,Fibra alimentar de manga,B2B,Interno,3.0,3.5,16.72,3.0,4.0,4.0,4.0,Nenhuma,1.0,2.0
BioManga Circular,120000000.0,Geleia/compota,B2B,Ambos,3.0,1.5,19.55,2.0,4.0,4.0,1.0,ANVISA,2.0,4.0
Fazenda Sol do Vale,180000000.0,Ração / ingrediente para ração animal,B2B,Interno,2.0,4.0,20.94,5.0,5.0,4.0,3.0,ANVISA,3.0,1.0
Cargill Brasil,115000000000.0,Biogás / energia,B2B,Interno,5.0,3.0,16.22,3.0,3.0,3.0,2.0,MAPA,3.0,3.0
Cargill Brasil,115000000000.0,Biocomposto / fertilizante orgânico,B2B,Externo,3.0,4.5,37.94,4.0,2.0,4.0,5.0,MAPA,1.0,1.0
NordFruit Export,540000000.0,Base cosmética (extrato),B2B,Interno,4.0,4.5,24.68,4.0,1.0,2.0,5.0,ANVISA,1.0,1.0
Cutrale,30000000000.0,Subproduto industrial de bagaço processado,B2B,Interno,3.0,4.0,44.01,4.0,1.0,5.0,4.0,Nenhuma,2.0,3.0
Duas Rodas,4200000000.0,Bebida funcional com manga,B2B,Ambos,3.0,3.0,42.38,2.0,3.0,3.0,2.0,MAPA,3.0,1.0
Bunge Brasil,95000000000.0,Manga desidratada em pedaços,B2B,Interno,3.0,4.0,38.15,3.0,5.0,1.0,5.0,Nenhuma,2.0,4.0
Cutrale,30000000000.0,Concentrado de manga,B2B,Interno,2.0,2.5,39.43,2.0,3.0,2.0,3.0,MAPA,2.0,3.0
Citrosuco,4200000000.0,Bebida funcional com manga,B2B,Interno,2.0,3.0,13.09,3.0,4.0,5.0,3.0,nao informado,3.0,2.0
AgroDoce Nordeste,220000000.0,Chutney de manga,B2C,Externo,3.0,4.0,29.09,3.0,3.0,3.0,5.0,nao informado,1.0,1.0
Ambev (bebidas),72000000000.0,Fibra alimentar de manga,B2B,Interno,4.0,2.0,27.93,2.0,5.0,5.0,2.0,ANVISA,1.0,3.0
Bunge Brasil,95000000000.0,Pectina,B2B,Interno,3.0,3.5,18.99,3.0,3.0,2.0,2.0,MAPA,2.0,1.0
Cargill Brasil,115000000000.0,Corante natural,B2B,Externo,3.0,3.0,18.65,4.0,3.0,5.0,2.0,MAPA,4.0,2.0
Duas Rodas,4200000000.0,Biocomposto / fertilizante orgânico,B2B,Interno,3.0,2.5,17.01,4.0,5.0,3.0,1.0,Nenhuma,5.0,1.0
Citrosuco,4200000000.0,Chutney de manga,B2B,Ambos,3.0,2.0,31.96,2.0,2.0,5.0,2.0,MAPA,2.0,4.0
AgroDoce Nordeste,220000000.0,Polpa congelada,B2B,Interno,4.0,2.5,14.46,3.0,3.0,4.0,2.0,ISO/HACCP,1.0,1.0
NordFruit Export,540000000.0,Purê de manga asséptico,B2B,Interno,4.0,2.5,39.69,2.0,1.0,3.0,3.0,MAPA,5.0,2.0
Fazenda Sol do Vale,180000000.0,Geleia/compota,B2B,Interno,4.0,3.5,35.08,3.0,3.0,3.0,4.0,Nenhuma,2.0,3.0
Fazenda Sol do Vale,180000000.0,Biocomposto / fertilizante orgânico,B2B,Interno,3.0,2.0,42.29,3.0,5.0,2.0,2.0,MAPA,2.0,2.0
Bunge Brasil,95000000000.0,Fragrância para perfumaria,B2B,Interno,2.0,2.5,33.14,3.0,2.0,1.0,2.0,Internacional,1.0,3.0
Cargill Brasil,115000000000.0,Concentrado de manga,B2C,Interno,2.0,3.5,14.64,4.0,2.0,2.0,3.0,MAPA,3.0,5.0
Duas Rodas,4200000000.0,Biocomposto / fertilizante orgânico,B2C,Interno,3.0,2.5,22.74,3.0,3.0,2.0,2.0,ISO/HACCP,3.0,3.0
VerdePulp Brasil,310000000.0,Esfoliante natural,B2B,Externo,3.0,2.5,32.68,2.0,3.0,4.0,3.0,ISO/HACCP,4.0,4.0
Cutrale,30000000000.0,Base cosmética (extrato),B2C,Externo,2.0,2.0,13.59,1.0,3.0,3.0,3.0,Nenhuma,1.0,1.0
Ambev (bebidas),72000000000.0,Aroma / extrato natural,B2B,Ambos,3.0,2.5,21.07,3.0,2.0,4.0,2.0,ANVISA,2.0,3.0
TropFruit Ingredients,650000000.0,Fragrância para perfumaria,B2C,Interno,5.0,3.5,18.07,3.0,1.0,3.0,4.0,Nenhuma,1.0,3.0
VerdePulp Brasil,4200000000.0,Bebida funcional com manga,B2C,Externo,3.0,4.0,14.52,3.0,4.0,2.0,5.0,Nenhuma,2.0,4.0
Kerry do Brasil,9000000000.0,Polpa congelada,B2C,nao informado,3.0,3.5,44.75,4.0,3.0,4.0,3.0,ISO/HACCP,1.0,1.0
MangaTech Foods,760000000.0,Fibra alimentar de manga,B2B,Interno,4.0,3.0,30.01,4.0,2.0,3.0,2.0,ANVISA,1.0,4.0
TropFruit Ingredients,650000000.0,Sorbet / picolé,B2C,Interno,3.0,3.0,38.22,4.0,1.0,4.0,2.0,ISO/HACCP,3.0,1.0
Cargill Brasil,115000000000.0,Purê de manga asséptico,B2C,Interno,4.0,2.5,35.01,2.0,3.0,5.0,3.0,ISO/HACCP,1.0,4.0
NordFruit Export,540000000.0,Fibra alimentar de manga,B2B,Ambos,5.0,3.0,25.58,3.0,3.0,3.0,3.0,MAPA,3.0,3.0
Louis Dreyfus Company Brasil,18000000000.0,Biogás / energia,B2B,Externo,2.0,3.0,36.89,3.0,3.0,3.0,2.0,ISO/HACCP,1.0,4.0
BioManga Circular,120000000.0,Ração / ingrediente para ração animal,B2C,Externo,5.0,4.0,37.66,4.0,2.0,2.0,4.0,MAPA,2.0,4.0
Kerry do Brasil,9000000000.0,Sabonete / hidratante com manga,B2B,Externo,3.0,2.0,35.48,2.0,2.0,3.0,2.0,Nenhuma,3.0,4.0
Citrosuco,25000000000.0,Biogás / energia,B2B,Externo,1.0,3.5,38.25,4.0,2.0,3.0,3.0,ANVISA,2.0,2.0
Ambev (bebidas),72000000000.0,Esfoliante natural,B2C,Ambos,1.0,2.0,18.91,3.0,3.0,2.0,1.0,Nenhuma,1.0,2.0
VerdePulp Brasil,310000000.0,Pectina,B2B,Externo,3.0,3.5,20.82,4.0,2.0,4.0,3.0,ANVISA,1.0,2.0
Louis Dreyfus Company Brasil,18000000000.0,Ração / ingrediente para ração animal,B2C,Interno,2.0,3.0,24.94,5.0,5.0,2.0,1.0,Nenhuma,2.0,1.0
BRF Ingredients,53000000000.0,Esfoliante natural,B2B,Externo,5.0,3.5,12.04,3.0,4.0,1.0,4.0,ISO/HACCP,3.0,2.0
MangaVale Alimentos,480000000.0,Pó de manga (spray-dried),B2B,Ambos,3.0,2.0,27.99,2.0,5.0,4.0,2.0,Nenhuma,2.0,3.0
nao informado,220000000.0,Sorbet / picolé,B2B,Interno,5.0,1.5,13.08,2.0,3.0,3.0,1.0,ISO/HACCP,1.0,4.0
Kerry do Brasil,9000000000.0,Corante natural,B2C,Externo,3.0,1.5,23.3,2.0,1.0,4.0,1.0,nao informado,1.0,1.0
Fazenda Sol do Vale,180000000.0,Bebida funcional com manga,B2B,Externo,2.0,2.0,17.38,2.0,2.0,2.0,2.0,ANVISA,1.0,3.0
AgroDoce Nordeste,220000000.0,Base cosmética (extrato),B2B,Interno,5.0,2.5,24.32,3.0,2.0,3.0,2.0,ANVISA,3.0,1.0
Bunge Brasil,95000000000.0,Óleo / manteiga de semente de manga,B2C,Ambos,3.0,1.0,31.64,1.0,5.0,5.0,1.0,Nenhuma,4.0,3.0
Ambev (bebidas),72000000000.0,Pectina,nao informado,Interno,2.0,3.5,27.06,3.0,3.0,3.0,4.0,Internacional,1.0,1.0
AgroDoce Nordeste,220000000.0,Molho agridoce / culinário,B2C,Interno,5.0,3.5,23.91,2.0,5.0,1.0,5.0,Nenhuma,1.0,4.0
Cargill Brasil,115000000000.0,Biogás / energia,B2B,Interno,5.0,3.0,38.85,4.0,2.0,2.0,2.0,ANVISA,2.0,3.0
MangaTech Foods,760000000.0,Bebida alcoólica / fermentado,B2B,Interno,1.0,4.0,31.77,4.0,4.0,1.0,4.0,ANVISA,2.0,1.0
nao informado,310000000.0,Base para néctar,B2B,Externo,4.0,2.5,28.09,2.0,5.0,2.0,3.0,Nenhuma,5.0,2.0
BioManga Circular,120000000.0,Geleia/compota,B2B,Externo,5.0,2.5,36.1,1.0,5.0,1.0,4.0,Nenhuma,3.0,4.0
Kerry do Brasil,9000000000.0,Pó de manga (spray-dried),B2B,Interno,2.0,3.0,24.93,5.0,3.0,5.0,1.0,ANVISA,3.0,3.0
Kerry do Brasil,9000000000.0,Sorbet / picolé,B2C,nao informado,3.0,4.0,31.37,4.0,1.0,2.0,4.0,MAPA,4.0,3.0
AgroDoce Nordeste,220000000.0,Fragrância para perfumaria,B2B,Ambos,3.0,4.0,38.49,3.0,3.0,5.0,5.0,Nenhuma,2.0,1.0
NordFruit Export,540000000.0,Base cosmética (extrato),B2B,Interno,4.0,2.5,40.98,4.0,3.0,2.0,1.0,ISO/HACCP,2.0,4.0
Fazenda Sol do Vale,180000000.0,Sorbet / picolé,B2C,Ambos,2.0,3.5,38.95,3.0,4.0,3.0,4.0,MAPA,4.0,1.0
Cargill Brasil,115000000000.0,Polpa congelada,B2B,Interno,2.0,2.0,39.19,3.0,2.0,5.0,3.0,MAPA,3.0,3.0
JBS Ingredients,375000000000.0,Pectina,B2C,Interno,4.0,2.5,17.64,3.0,2.0,5.0,2.0,Nenhuma,2.0,1.0
nao informado,220000000.0,Molho agridoce / culinário,B2B,Externo,3.0,2.5,33.99,2.0,3.0,3.0,3.0,ISO/HACCP,1.0,3.0
Duas Rodas,4200000000.0,Pó de manga (spray-dried),B2B,Interno,5.0,2.0,21.58,2.0,3.0,1.0,2.0,Nenhuma,1.0,4.0
Louis Dreyfus Company Brasil,18000000000.0,Snack de manga desidratada,B2B,Externo,3.0,2.0,42.16,1.0,1.0,4.0,3.0,nao informado,3.0,2.0
Cargill Brasil,115000000000.0,Esfoliante natural,B2B,Interno,2.0,2.0,33.77,3.0,3.0,2.0,3.0,MAPA,2.0,2.0
BioManga Circular,4200000000.0,Polpa congelada,B2B,Interno,4.0,2.5,27.12,3.0,5.0,3.0,2.0,Nenhuma,4.0,4.0
Kerry do Brasil,9000000000.0,Fibra alimentar de manga,B2C,Interno,3.0,2.5,12.63,3.0,3.0,3.0,2.0,MAPA,2.0,3.0
nao informado,18000000000.0,Purê de manga asséptico,B2C,Interno,3.0,2.5,34.81,3.0,1.0,5.0,2.0,ANVISA,1.0,4.0
Citrosuco,25000000000.0,Pectina,B2B,Externo,2.0,3.0,29.33,3.0,3.0,2.0,3.0,MAPA,1.0,2.0
JBS Ingredients,375000000000.0,Pectina,B2B,Interno,1.0,2.0,13.8,3.0,2.0,3.0,1.0,Nenhuma,1.0,1.0
nao informado,53000000000.0,Óleo / manteiga de semente de manga,B2B,Ambos,2.0,3.0,12.91,1.0,3.0,3.0,5.0,ISO/HACCP,2.0,1.0
BioManga Circular,120000000.0,Fragrância para perfumaria,B2B,Interno,1.0,3.5,23.09,2.0,2.0,2.0,5.0,Nenhuma,4.0,2.0
JBS Ingredients,375000000000.0,nao informado,B2B,Interno,4.0,3.0,29.69,4.0,3.0,2.0,2.0,Nenhuma,1.0,2.0
BRF Ingredients,53000000000.0,Pó de manga (spray-dried),B2B,Interno,4.0,3.0,39.23,3.0,2.0,2.0,3.0,MAPA,2.0,2.0
Citrosuco,25000000000.0,Molho agridoce / culinário,B2B,Externo,3.0,3.5,28.17,3.0,3.0,4.0,4.0,ANVISA,4.0,2.0
VerdePulp Brasil,310000000.0,Suco pronto (NFC),B2B,Interno,4.0,2.5,30.28,4.0,3.0,4.0,1.0,ANVISA,2.0,2.0
Citrosuco,25000000000.0,Pó de manga (spray-dried),B2C,Ambos,3.0,2.0,17.88,2.0,5.0,3.0,2.0,Nenhuma,1.0,5.0
Ambev (bebidas),72000000000.0,Concentrado de manga,B2B,Ambos,4.0,3.0,16.02,4.0,3.0,4.0,2.0,ISO/HACCP,1.0,3.0
JBS Ingredients,4200000000.0,Bebida funcional com manga,B2B,Externo,4.0,2.0,20.01,3.0,2.0,2.0,1.0,MAPA,2.0,4.0
Louis Dreyfus Company Brasil,18000000000.0,Base para néctar,B2B,Externo,3.0,2.5,18.43,3.0,4.0,4.0,2.0,ISO/HACCP,3.0,1.0
MangaVale Alimentos,480000000.0,Cubos IQF,B2B,nao informado,4.0,3.0,37.17,3.0,5.0,3.0,3.0,ISO/HACCP,3.0,5.0
AgroDoce Nordeste,220000000.0,Base cosmética (extrato),B2C,Ambos,1.0,3.5,46.07,3.0,3.0,2.0,2.0,Internacional,4.0,3.0
nao informado,30000000000.0,nao informado,B2C,Interno,2.0,3.0,45.4,4.0,5.0,3.0,2.0,ANVISA,1.0,2.0
NordFruit Export,540000000.0,Biocomposto / fertilizante orgânico,B2C,Interno,3.0,1.5,36.93,2.0,1.0,3.0,1.0,MAPA,1.0,1.0
Fazenda Sol do Vale,180000000.0,Sorbet / picolé,nao informado,Externo,3.0,4.0,34.02,4.0,2.0,5.0,4.0,MAPA,2.0,3.0
MangaVale Alimentos,480000000.0,Subproduto industrial de bagaço processado,nao informado,Externo,4.0,1.5,24.44,2.0,4.0,5.0,1.0,ANVISA,3.0,3.0
Bunge Brasil,95000000000.0,Fragrância para perfumaria,B2B,Ambos,4.0,3.5,36.09,4.0,4.0,3.0,3.0,Internacional,4.0,3.0
VerdePulp Brasil,310000000.0,Concentrado de manga,B2C,Ambos,3.0,3.5,44.24,3.0,3.0,3.0,4.0,MAPA,1.0,3.0
BioManga Circular,120000000.0,Bebida alcoólica / fermentado,B2B,Externo,4.0,3.5,48.47,3.0,2.0,2.0,4.0,Nenhuma,3.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Bebida alcoólica / fermentado,B2B,Interno,1.0,4.0,30.49,3.0,2.0,2.0,5.0,Nenhuma,3.0,3.0
JBS Ingredients,4200000000.0,Subproduto industrial de bagaço processado,nao informado,Interno,2.0,4.0,18.74,3.0,3.0,3.0,5.0,ISO/HACCP,1.0,2.0
nao informado,95000000000.0,Pectina,B2B,Ambos,3.0,3.5,42.16,5.0,3.0,2.0,2.0,Internacional,4.0,3.0
Cargill Brasil,115000000000.0,Cubos IQF,nao informado,Interno,3.0,3.0,17.26,2.0,1.0,3.0,4.0,MAPA,2.0,4.0
TropFruit Ingredients,650000000.0,Biogás / energia,B2B,Externo,2.0,2.5,18.09,3.0,5.0,3.0,2.0,Nenhuma,1.0,4.0
nao informado,310000000.0,Chutney de manga,B2B,Interno,2.0,4.0,46.51,5.0,2.0,4.0,3.0,ANVISA,3.0,2.0
Citrosuco,25000000000.0,Suco pronto (NFC),B2B,Interno,3.0,2.0,24.07,2.0,2.0,4.0,2.0,ISO/HACCP,1.0,2.0
TropFruit Ingredients,650000000.0,Aroma / extrato natural,nao informado,Interno,2.0,3.0,32.95,4.0,1.0,3.0,2.0,nao informado,1.0,3.0
MangaTech Foods,760000000.0,Fragrância para perfumaria,B2B,Interno,3.0,4.5,27.93,5.0,1.0,2.0,4.0,Nenhuma,3.0,2.0
BioManga Circular,120000000.0,Pó de manga (spray-dried),B2B,Interno,3.0,2.0,19.37,2.0,3.0,4.0,2.0,Nenhuma,2.0,4.0
Fazenda Sol do Vale,180000000.0,Pectina,B2C,Ambos,5.0,2.5,38.35,3.0,2.0,3.0,2.0,Nenhuma,4.0,5.0
Duas Rodas,4200000000.0,Pectina,B2B,Externo,2.0,2.0,27.93,3.0,2.0,5.0,1.0,Nenhuma,1.0,4.0
Citrosuco,25000000000.0,Esfoliante natural,B2C,Externo,2.0,4.0,22.92,3.0,3.0,3.0,3.0,ISO/HACCP,4.0,1.0
Cargill Brasil,115000000000.0,Sabonete / hidratante com manga,B2C,Interno,2.0,3.5,32.52,4.0,2.0,3.0,3.0,ISO/HACCP,1.0,1.0
Cargill Brasil,115000000000.0,Purê de manga asséptico,nao informado,Interno,3.0,3.5,17.73,5.0,3.0,2.0,2.0,Nenhuma,2.0,5.0
Louis Dreyfus Company Brasil,18000000000.0,Chutney de manga,B2B,Ambos,4.0,2.5,38.38,3.0,2.0,2.0,3.0,ANVISA,2.0,5.0
AgroDoce Nordeste,220000000.0,nao informado,B2B,Externo,3.0,2.5,27.93,1.0,3.0,3.0,4.0,Nenhuma,1.0,2.0
Fazenda Sol do Vale,180000000.0,Subproduto industrial de bagaço processado,nao informado,Externo,3.0,2.5,27.65,3.0,4.0,4.0,2.0,ANVISA,1.0,4.0
Ambev (bebidas),72000000000.0,Pectina,B2B,Interno,2.0,4.5,27.93,5.0,2.0,4.0,3.0,ANVISA,1.0,2.0
AgroDoce Nordeste,220000000.0,Ingrediente antioxidante,B2B,Interno,2.0,2.5,18.16,3.0,3.0,4.0,2.0,Nenhuma,1.0,5.0
VerdePulp Brasil,310000000.0,Cubos IQF,B2B,nao informado,3.0,3.5,36.85,5.0,3.0,2.0,2.0,ANVISA,1.0,1.0
Louis Dreyfus Company Brasil,18000000000.0,Fragrância para perfumaria,B2B,Ambos,4.0,2.5,27.93,3.0,3.0,2.0,2.0,ISO/HACCP,1.0,3.0
